unit_id,text,concreteness_1,concreteness_2,concreteness_3,concreteness_4,concreteness_5,avg_concreteness,url
B1695_3,Empfehlung: entweder ordentlich ausgebaute KFZ-Stellplätze (hauptsächlich Personal des Marienhospitals) mit dem vorgeschriebenen Abstand oder Parkverbot straßenbegleitend,2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/gefahr-durch-aufschlagende-autotueren-im-steilen-gefaelle
B1696_1,"Zwischen Deutsche Welle und Langer Eugen befindet sich die einzige vernünftige Fahrradroute, die von der Gronau in die Rheinaue (Anschluss Radweg Richtung Kennedy- und Südbrücke) führt. Dieser Weg ist äußerst schmal und kantig, und wird zudem an einer Stelle noch durch Treppen verschmälert. Für Fußgänger ist nicht ersichtlich, dass es sich um einen Radweg handelt. In diesem Konfliktbereich wurden lediglich Warnschilder für Radfahrer angebracht bitte langsam fahren.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radwegfussgaenger
B1696_2,"In dem gesamten Bereich ist eine gut sichtbare Beschilderung nötig, die Fußgänger darauf hinweist, dass mit Radfahrern zu rechnen ist. Außerdem sollte es einen klar abgegrenzten Bereich für Radfahrer und Fußgänger geben um Konflikte zu vermeiden. Der Weg könnte außerdem bis zum Rheinufer aus- und umgebaut werden (einheitlicher Belag, weniger 90° Kurven, Integration der Abstellanlagen der UN).",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radwegfussgaenger
B1697_2,"In dieser 90° Kreuzung muss man als Radfahrer die Straße verlassen um auf den Radweg Richtung Rheinaue (am Langen Eugen entlang) zu gelangen. Es gibt auf diesem Straßenabschnitt keinen Radweg und somit keine Möglichkeit für Radfahrer, sich einzuordnen. Man muss - für Autofahrer aus heiterem Himmel - mitten auf der Straße stehen bleiben um den Gegenverkehr vorbei zu lassen und dann eine hohe Bordsteinkante hochfahren.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kreuzunganschluss-radweg
B1697_3,Verbesserungsvorschlag: das Gronau-Viertel mit vernünftigen Radwegen ausstatten und für einen praktikablen Anschluss an die Radwege in der Rheinaue/am Rheinufer sorgen.,2,1,1,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kreuzunganschluss-radweg
B1698_2,"Zum Einstieg, bzw. zur Fortführung von Berg- und Talfahrt bis zum Venusberg wäre ein begleitender gesicherter Fahrradweg sehr wünschenswert. Nicht nur, um das Mobilitätsverhalten zur Uniklinik weiter zu verbessern. Hier soll die gesicherte Bike/ E-Bike - Nutzung in Zukunft eine große Rolle spielen.",2,1,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kein-radweg-vorhanden
B1699_1,Beschilderung zur Uni-Klinik,1,1,1,1,0,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/beschilderung-zur-uni-klinik
B1699_2,"Es wäre schön, wenn es ab Professorenweg oder Jagdhäuschen ein Beschilderung für den direkten Weg zur Uniklink geben könnte um dem allgemeinen Verkehrschaos am Venusberg entgehen zu können. Dies könnte z.Bsp. durch einen farbigen Pfeil an der jeweiligen Kreuzung im Kottenforst passieren.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/beschilderung-zur-uni-klinik
B1699_3,"Es wäre schön, wenn es ab Professorenweg oder Jagdhäuschen ein Beschilderung für den direkten Weg zur Uniklink geben könnte um dem allgemeinen Verkehrschaos am Venusberg entgehen zu können.",2,0,1,1,0,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/beschilderung-zur-uni-klinik
B1699_5,Außerdem würden mehr Radfahrer morgens den Weg zur Uniklinik sicherer machen. Beispiel: ein blauer Pfeil an den jeweiligen Abzweigungen bedeutet grundsätzlich direkter Weg zur Uniklink d.h. dieser Punkt wäre zur Streckenmarkierung auch von anderen Punkten rund um den Kottenforst möglich!,2,2,1,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/beschilderung-zur-uni-klinik
B1700_1,"schlechter Straßenbelag im Randbereich, kein getrennter Fahhradweg",1,1,1,2,2,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/schlechter-strassenbelag-im-randbereich-kein-getrennter-fahhradweg
B1700_2,"Auf der quasi einzigen Zu- und Abfahrtsstraße zum Universitätsklinikum Bonn ist vor allem die steile Abfahrt extrem gefährlich. Die Fahrbahnoberfläche ist vor allem im Randbereich beschädigt, was besonders bei Regen eine Gefahr darstellt. Die Straßenspur teilen sich Radler mit Gelenkbussen, hunderten Autos, Krankenwagen, LKWs etc.. Das Abbiegen vom Berg kommend in die Straße am Wingert ist für Radfahrer gefährlich und ungeregelt. Die Geradeausspur wird von Autofahrern mit oft überhöhter Geschwindigkeit am bei Rot wartenden Linksabbiegenden vorbei befahren, da die Ampelphase dieser Spur Grün zeigt. Häufig die abenteuerlichsten Ausweichmanöver und Kompensation über Gehwege etc., das alles in einer steilen Abwärtsfahrt.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/schlechter-strassenbelag-im-randbereich-kein-getrennter-fahhradweg
B1701_1,"Hier ist dringend ein neuer Belag nötig, um hier mit dem Fahrrad entlangfahren zu können!",1,2,2,2,1,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrbahnbelag-elsa-braendstroem-strasse
B1701_2,"Der aktuelle Belag hat Rillen & Risse in der Oberfläche, so dass das Radfahren zwischen Ringstraße & Kreuzherrenstraße sehr riskant ist, insbesondere bei Nässe.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrbahnbelag-elsa-braendstroem-strasse
B1702_1,alternative Radstrecke,0,0,0,0,0,0,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/alternative-radstrecke
B1702_2,"Der Nachtigallenweg ist nicht als guter Fahrradweg bergauf auf den Venusberg ausgeschildert. Bei der Runterfahrt von oben ist ein ungefährdetes Einfahren in/ auf die Robert-Koch-Str. nicht möglich, sodass viele bei steiler Abfahrt auf den Gehweg linksseitig ausweichen. Große Gefahren für Unfälle!",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/alternative-radstrecke
B1703_1,Die Stadt muss sich dringend um eine adäquate Lösung für alle Überquerer der Viktoriabrücke kümmern.,1,0,1,0,0,0,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/viktoriabruecke-0
B1703_2,"Es kann nicht sein, dass die Sperrung einer Fahrspur der einzige Ausweg ist und bleibt.",2,0,1,0,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/viktoriabruecke-0
B1704_1,Fahrbahnschäden markierter Radweg,0,0,1,1,2,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrbahnschaeden-markierter-radweg
B1704_2,"Die Fahrbahn ist im Bereich des markierten Radweges teilweise nicht nutzbar, von Schlaglöchern, Wurzelwerk etc. stark beschädigt,",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrbahnschaeden-markierter-radweg
B1705_1,Fahrbahnschäden markierter Radweg,1,0,1,1,2,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrbahnschaeden-markierter-radweg
B1705_2,"Die Fahrbahn ist im Bereich des markierten Radweges teilweise nicht nutzbar, von Schlaglöchern, Wurzelwerk etc. stark beschädigt,",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrbahnschaeden-markierter-radweg
B1706_2,Hier ist der Radweg in Fahrtrichtung Ringstraße auf dem schmalen Gehweg. Der ist als Radweg völlig untauglich.,2,2,1,0,2,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radfahren-auf-dem-gehweg
B1706_3,Bitte Radfahrer als Teil des Verkehrs annehmen und nicht wie so oft auf den Gehweg verbannen. Der individuelle PKW-Verkehr darf nicht ständig Vorrang haben.,2,1,1,0,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radfahren-auf-dem-gehweg
B1707_1,"Die Fahrradspur entlang der B9 (zwischen Bundeskanzlerplatz & Bertha-von-Suttner-Platz) ist eine Katastrophe! Hier gibt es (spziell Richtung City) reichlich Rillen & auch Schlaglöcher durch kaputten Belag, die angesichts des an einem vorbeirauschenden Autoverkehrs (Ist innerorts nicht 50 das Tempolimit???) auch kaum zu umfahren sind. Hier ist dringend ein neuer Belag nötig, zudem fühle ich mich als Radfahrerin hier bei Dunkelheit trotz Radbeleuchtung, Warnweste & Rückstrahler am Helm nicht sicher & sehr unwohl! Leider gibt es aber keine nahegelegene Alternativstrecke, der Radweg am Rhein ist für mich aus (anderen) Sicherheitsgründen im Dunkeln tabu.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radspur-b9-citynah
B1707_2,"Hier ist dringend ein neuer Belag nötig, zudem fühle ich mich als Radfahrerin hier bei Dunkelheit trotz Radbeleuchtung, Warnweste & Rückstrahler am Helm nicht sicher & sehr unwohl!",2,2,1,2,1,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radspur-b9-citynah
B1708_2,Bessere und kürzere Zufahrt zur Poppelsdorfer Allee,2,1,2,1,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einbahnstr
B1709_2,In Bonn sollte nur ÖPNV fahren. Der individuelle PKW-Verkehr sollte draußen bleiben (ab Kaiser-Karl-Ring/Hochstadenring bis zum Rhein?); Bonn ist viel zu eng für PKW neben dem ÖPNV. ÖPNV ausbauen und attraktiver machen!,2,0,1,2,2,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/bonn-fuer-pkw-sperren
B1710_1,Seitentausch Radweg gegen Fußweg,2,2,1,1,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/seitentausch-radweg-gegen-fussweg
B1711_1,Radweg = Gehweg,0,0,0,0,1,0,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radweg-gehweg
B1711_2,Einen holperigen Gehweg als Radweg auszuweisen ist einfach schlecht.,1,2,1,1,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radweg-gehweg
B1712_1,Kennzeichnunhspflicht für Fahrräder,2,2,0,2,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kennzeichnunhspflicht-fuer-fahrraeder
B1713_1,Der Radweg auf der Kölnstraße ist doch recht abenteuerlich. Autos parken in zweiter Reihe und der Radweg ist viel zu schmal. Diese Situation gibt es viel zu häufig in der Stadt. Wozu diese ganzen Autos in Bonn?,2,2,1,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/abenteuer
B1714_2,Der Radeweg ist hier (rechte Seite mit Blick auf die Godesberger Allee) auf dem Gehweg untergebracht. Wenn man die Godesberger Allee aber mit dem Rad Richtung Kennedyalle überqueren möchte geht der Radweg ins Leere. Man muss dann vorher auf die Straße wechseln.,2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radweg-geht-geradeaus-ins-leere
B1714_3,"Hier würde schon eine optische Weiterführung des Radwegs geradeaus durch Fahrbahnmarkierungen helfen. Zudem müsste eine Fahhradampel aufgestellt werden, damit man sieht, wann man fahren darf.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radweg-geht-geradeaus-ins-leere
B1714_4,Die Autoampel ist von dort nicht mehr sichtbar.,2,2,1,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radweg-geht-geradeaus-ins-leere
B1715_2,Der Schutzstreifen für Radfahrer auf der Meckenheimer Allee Ecke Baumschulallee mit Richtung Baumschulallee bringt so nichts. Meiste stehen an der Ampel Autos nebeneinander und blockieren diesen Streifen. Oft stehen sogar die Busse darauf.,2,2,1,1,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/schutzstreifen-bringt-so-nichts
B1715_3,Entweder wird die Autoführung eindeutig einspurig gemacht oder der Schutzstreifen wird als Radweg mit kleiner baulicher Abgrenzung zur Autofahrbahn abgeändert. Ansonsten kann man ihn einfach weglassen.,2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/schutzstreifen-bringt-so-nichts
B1716_1,Betriebliches Mobilitätsmanagement einfordern,1,0,0,0,1,0,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/betriebliches-mobilitaetsmanagement-einfordern
B1716_3,"Bei der markierten Bundesnetzagentur, bei der im Tulpenfeld rund 1000 Menschen arbeiten, gibt es keine ausreichend Zahl an attraktiven Abstellmöglichkeiten für Fahrräder, insbesondere auch nicht für Pedelecs. Entsprechend kommen Fahrrad und Pedelec nicht in dem Umfang für den Arbeitsweg zum Einsatz, wie das wünschenswert ist.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/betriebliches-mobilitaetsmanagement-einfordern
B1716_4,"Die Stadt Bonn sollte daher mit allen größeren Arbeitgebern Kontakt aufnehmen und ein betriebliches Mobilitätsmanagement einfordern sowie dafür Hilfestellungen anbieten. Über positive Maßnahmen sollte ebenso informiert werden wie über Betriebe und Behörden, bei denen es am entsprechenden Engagement fehlt.",2,0,1,2,2,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/betriebliches-mobilitaetsmanagement-einfordern
B1717_2,"Der Radweg endet plötzlich. Möchte ich weiter Richtung Bahnhof oder Kaiserplatz fahren, so bin ich theoretisch gezwungen, abzusteigen und mein Fahrrad über den Zebrastreifen zu schieben, um mich dann wieder in den Verkehr einzufädeln. Inbesondere der Zebrastreifen führt auch bei Autofahrern zu Verwirrung, wer nun Vorfahrt hat - und leider halten sich auch nicht alle Radfahrer daran, dass sie absteigen müssen (was auch äußerst lästig ist), so dass hier schnell gefährliche oder zumindest unklare Situationen entstehen.",2,2,1,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radweg-endet-im-nichts
B1718_2,Bessere Überleitung in regulären Straßenverkehr durch Markierungen auf der Straße erwünscht.,2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kaiserplatz
B1719_3,Verbesserungsvorschlag: Aufhebung der Radweg-Benutzungspflicht oder mindestens Abbau der Poller.,2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/poller-auf-ueberfluessigem-radweg
B1720_2,"Auf dieser Höhe ist die Kölnstraße zweispurig, jedoch eine Einbahnstraße für Autofahrer. Nur Straßenbahnen und Fahrradfahrer dürfen in Richtung Kaiser Karl Ring fahren. Das Problem entsteht, wenn Autofahrer, die Richtung Innenstadt unterwegs sind, langsame Straßenbahnen überholen und auf die linke Spur fahren. Oder auch wenn Autofahrer die lange Autoschlange Richtung Innenstadt umgehen wollen und auf die linke Spur fahren weil sie zum Rewe einkaufen oder in 50 m links abbiegen wollen. Dabei wird von den sehr schnell fahrenden Autofahrern oft übersehen (vor allem abends wenn es dunkel ist), dass auf der Gegenfahrbahn Fahrradfahrer unterwegs sind. Somit werden die Autos zu Geisterfahrern und sehr gefährlich für die Radfahrer.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/achtung-geisterfahrer
B1721_1,Die Verkehrsführung durch die Baustelle auf der Viktoriabrücke ist für Radfahrer eine Zumutung. Eine Auffahrt auf die Brücke ist für Radfahrer nicht geregelt. Von der Endenicher Straße kommend hilft nur absteigen und schieben. Auf der anderen Seite angekommen gibt es dann keine Überführung zurück auf den Radweg in den regulären Straßenverkehr.,2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/viktoriabruecke
B1722_2,Die Strecke zwischen Ippendorf und Annaberger Str. verwandelt sich bei Regen und Schnee in eine rutschige Matsche.,2,2,2,1,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/verbesserung-der-wegoberflaeche-zw-roettgenippendorffriesdorf
B1722_3,"Mit einem guten Bodenbelag (Teer, aber auch mit Platten oder Steinen befestigte Fahrspuren, um es nicht zu attraktiv für Autos zu machen) wäre die Verbindung im Winter auch noch gut nutzbar.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/verbesserung-der-wegoberflaeche-zw-roettgenippendorffriesdorf
B1723_1,Tunnel/Fahrradüberführung bauen,1,2,1,1,2,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/tunnelfahrradueberfuehrung-bauen
B1723_2,10 min vor der Schranke zu warten ist keine Seltenheit.,2,2,1,1,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/tunnelfahrradueberfuehrung-bauen
B1724_2,Der Radweg sollte nur in eine Richtung befahren werden und für Fußgänger nicht freigegeben sein.,2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radweg-kaiserstrasse
B1725_3,Straßenbeleuchtung bis Ippendorf (Annaberger Str. - Annaberger Weg - Gudenauer Weg) würden den Weg - neben einer befahrbaren Oberfläche - viel attraktiver für Radfahrer und besonders Radfahrerinnen machen.,2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/strassenbeleuchtung-installieren
B1726_1,Große Unfallgefahr!,0,0,1,0,1,0,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/grosse-unfallgefahr
B1727_1,"Hier gibt es überhaupt keine brauchbare Möglichkeit für Radfahrer, aus Richtung Norden kommend nach links auf den kleinen Verbindungsweg Richtung Edeka zu kommen.",2,1,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/hier-gibt-es-ueberhaupt-keine-brauchbare-moeglichkeit-fuer-radfahrer-aus
B1727_2,"Dort gibt es keinen abgesenkten Bordstein, keine Linksabbiegespur, keine Querungshilfe, nichts. Auf dem Gehweg entlang der Straße darf man ohnehin nicht fahren. Dass man da als Radfahrer erst den Berg hochfahren soll, um dann wieder auf der gleichen Höhe rauszukommen, kann ja wohl in der Fahrradhauptstadt nicht Ernst gemeint sein!",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/hier-gibt-es-ueberhaupt-keine-brauchbare-moeglichkeit-fuer-radfahrer-aus
B1728_1,Fahrradfahrer werden häufig von Rechtsabbiegern übersehen,1,1,1,2,2,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrradfahrer-werden-haeufig-von-rechtsabbiegern-uebersehen
B1728_2,"Es ist ein Fahrradstreifen, der auf den kombinierten Rad- und Fußweg führt, auf der Straße markiert. Rechtsabbieger in Richtung auf dem Hügel müssen Vorfahrt achten. Leider werden Radfahrer hier häufig erst spät oder gar nicht wahrgenommen.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrradfahrer-werden-haeufig-von-rechtsabbiegern-uebersehen
B1728_3,"Als Sofortmaßnahme wäre hier ein Piktogramm auf der Fahrbahn sinnvoll, sodass ersichtlich ist, dass Fahrräder kreuzen und die Markierung auf der Fahrbahn nicht nur eine Sichtlinie ist.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrradfahrer-werden-haeufig-von-rechtsabbiegern-uebersehen
B1728_4,An dieser Stelle kommen außerdem Fahrräder aus Richtung Endenicher Ei auf dem Gehweg über den Zebrastreifen (vorher und nachher freigegebener Fußgängerweg) und fahren den Rechtsabbiegern von hinten ins Sichtfeld um auf die Warteinsel und dann auf den Gehweg auf dem Hermann-Wandersleb-Ring zu fahren. Dies ist stellt eine hohe Unfallgefahr dar. Zusätzlich ist die Warteinsel sehr eng.,2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrradfahrer-werden-haeufig-von-rechtsabbiegern-uebersehen
B1728_5,Am sichersten wäre es für Radfahrer und Fußgänger den seperaten Rechtsabbieger zurückzubauen und rechtsabbiegende Autos an der Kreuzung abbiegen zulassen. Alternativ könnte eine Rechtsabbiegerampel installiert werden.,2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrradfahrer-werden-haeufig-von-rechtsabbiegern-uebersehen
B1730_2,Vielleicht kann das Abstellen von Fahrzeugen dort per Poller o.ä. verhindert werden.,2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/querung-broeltalbahnweg-rheindorfer-strasse
B1731_1,Orientierung im Kottenforst ist schwierig - alte Wegweiser z.T. entfernt...,2,2,2,2,1,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/wegweiser
B1731_3,Die uralten Steinwegweiser - überwachsen und anders verdeckt - sind kaum eine Hilfe,2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/wegweiser
B1732_3,"Damit dies funktioniert, möchte ich an diversen Orten regelmäßige Kontrollen durch die Polizei - damit wir alle sicherer fahren können.",2,2,2,2,1,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/mehr-kontrollen-fuer-fahrradfahrer
B1733_1,Sinnnlose Einbahnstraße,0,0,1,0,1,0,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/sinnnlose-einbahnstrasse
B1733_2,"Dieser Teil der Vorgebirgsstraße (Einbahnstraße) ist, anders als der Abschnitt am Frankenbad, nicht für Fahrräder freigegeben. Von der Maxstraße aus kommen muss man auf den, für Fahrräder freigegebenen, Bürgersteig ausweichen. Dieser ist zwar ein wenig breiter als normal, viele Fußgänger wissen jedoch nicht, dass man als Radfahrer dort fahren darf. Es kommt zu regelmäßigen Konflikten, insbesondere da sich auch ein Kiosk und ein Restaurant mit Sitzgelegenheiten auf dem Bürgersteig in diesem Teil der Straße befinden. Man endet dann an der Ecke Vorgebirgsstraße/Adolfstraße auf dem Bürgersteig und hat es schwer, sich als Fahrradfahrer wieder auf der normalen Straße einzusortieren. Die Vorgebirgsstraße ist breit genug, um sie für Fahrradfahrer in beide Richtungen freizugeben.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/sinnnlose-einbahnstrasse
B1733_3,"Die Vorgebirgsstraße ist breit genug, um sie für Fahrradfahrer in beide Richtungen freizugeben.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/sinnnlose-einbahnstrasse
B1734_1,Rad- und Fußgänger warten zu lange,1,1,0,2,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/rad-und-fussgaenger-warten-zu-lange
B1734_2,"Hier befindet sich eine Fuß- und Radfahrampel über den Hermann-Wandersleb-Ring. Diese ist Teil einer viel benutzten Fahrradstrecke. Hier kommen viele Radfahrer vom Messdorfer Feld, den Stadteilen Messdorf, Dransdorf und den Studentenwohnheimen und nutzen diese Strecke insbesondere als Schul- Arbeits- und Uniweg. Leider ist man an dieser Ampel gezwungen erst die Taste zu drücken um die Ampel zu aktivieren. Diese Ampel wird zu selten und kurz grün, denn dies geschieht nur in einer bestimmten Ampelphase der nächsten Kreuzung unabhängig davon wie viel Verkehr dort ist. Dies führt zu langen Wartezeiten und der Rad- und Fußverkehr staut sich hier sehr oft auf den schmalen Bordsteinen, die auch für Radfahrer freigegeben sind.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/rad-und-fussgaenger-warten-zu-lange
B1734_3,"Die Ampelschaltung sollte so verbessert werden, dass der Fuß- und Radverkehr beim Betätigen der Ampeltaste sofort grün bekommt oder so, dass der Fuß- und Radverkehr ohne Betätigen der Taste häufiger grün bekommt. Außerdem sollte in der Mitte eine vernünftige Warteinsel gebaut werden.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/rad-und-fussgaenger-warten-zu-lange
B1734_5,Die Spurrillen müssen beseitigt und das Tempo für Autofahrer in diesem Abschnitt gesenkt werden. Desweiteren sollte ein Stück weiter auf Höhe der Bushaltestelle Auf dem Hügel eine weitere Querung für Fußgänger entstehen.,2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/rad-und-fussgaenger-warten-zu-lange
B1735_1,Ullrich-von-Hassel-Str. Radverkehrsführung verbessern,1,1,1,0,0,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ullrich-von-hassel-str-radverkehrsfuehrung-verbessern
B1735_2,"Die Bergabführung des Radverkehrs hinter parkenden Autos ist gefährlich,die Bergaufführung als Radfahrstreifen ist zu schmal.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ullrich-von-hassel-str-radverkehrsfuehrung-verbessern
B1735_3,"Beides müsste dringend geändert werden. Vorschlag: Einrichtung einer Fahrradstraße - wäre ien Lückenschluss zur Fahrradstraßen-Gaußstraße, als Verbindung zwischen den dortigen Schulen und Julius-Leber-Straße/Basketsring und weiter über Schutz- und Radfahrstreifen nach Lengsdorf und Dueisdorf. Hierfür ist dann für Radfahrer auch eine Linksabbiegemöglichkeit auf die Julius-Leber Str. zu schaffen.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ullrich-von-hassel-str-radverkehrsfuehrung-verbessern
B1736_1,"Nach dem Test einiger Fahrgeschäfte auf Pützchens Markt kann ich es trotzdem nur wieder Bestätigen: den größten Adrenalin-Kick (gratis!) gibt es immer noch bei Nutzung des im Betreff genannten Schutzstreifens. Für die volle Wirkung empfehle ich die Nutzung vorzugsweise im Berufsverkehr, wenn man sich dort mitten zwischen den genervten Pendlern (von links, mit dem Wunsch Richtung Koblenzer Tor abzubiegen) und dem Bus- und Lieferantenverkehr (von rechts, ausfahrend von den Haltestellen oder dem Parkstreifen) durchmogeln muss. Die Empfehlung der Stadt bei schwachen Nerven durch die Friedrichstraße zu fahren empfinde ich als Witz, da dort dann die Konflikte mit den Fußgängern vorprogrammiert sind. Außerdem befindet sich dann am Ende der Friedrichstraße eine andere Gefahrenquelle, nämlich der Fußgänger/Radfahrerübergang zur Kennedybrücke.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radverkehrsfuehrung-berta-von-suttner-platz-fahrtrichtung-kennedybruecke
B1737_1,Verhalten auf beiden Seiten verbesserungswürdig,0,0,0,0,0,0,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/verhalten-auf-beiden-seiten-verbesserungswuerdig
B1737_3,"Ich würde mir wünschen, dass die Stadt sich mehr für gegenseitiges Verständnis, Achtung und ein vernünftiges Zusammenfahren einsetzt.",1,1,1,1,0,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/verhalten-auf-beiden-seiten-verbesserungswuerdig
B1738_1,besserer Straßenbelag,0,1,0,2,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/besserer-strassenbelag
B1738_3,"Dabei sollte darauf geachtet werden, dass der Fußweg/Bordstein auf der nördlichen Seiten logisch weitergeführt wird.",1,1,2,2,1,1,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/besserer-strassenbelag
B1739_1,Glascontainer sollte versetzt oder abgetrennt werden,2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/glascontainer-sollte-versetzt-oder-abgetrennt-werden
B1739_2,"Der Glascontainer steht ungünstig, da häufig Scherben auf der Straße liegen.",2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/glascontainer-sollte-versetzt-oder-abgetrennt-werden
B1739_3,Er sollte ein wenig versetzt oder durch eine Barriere o.ä. von der Straße abgetrennt werden.,2,2,2,2,2,2,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/glascontainer-sollte-versetzt-oder-abgetrennt-werden
